PartitionKey,FileType,Category,CodeUnit,CodeUnitId,FileName,LineNumber,LinesOfCode,EWI Count,FDM Count,PRF Count,HighestEWISeverity,UDFsUsed,EWI,FDM,PRF,ConversionStatus,LoCConversionPercentage,Deployment Order
85141c89-454c-4332-ac2a-5a045f33db04,SQL,TABLE,CREATE TABLE,trading.ib_deals,07_remaining_tables.sql,7,21,0,2,0,N/A,N/A,N/A,SSC-FDM-PG0016 | SSC-FDM-GP0001,N/A,Success,100%,5
85141c89-454c-4332-ac2a-5a045f33db04,SQL,TABLE,CREATE TABLE,core.interest_calculations,06_analytics_payment_tables.sql,529,16,0,1,0,N/A,N/A,N/A,SSC-FDM-GP0001,N/A,Success,100%,5
85141c89-454c-4332-ac2a-5a045f33db04,SQL,TABLE,CREATE TABLE,core.customer_communications,06_analytics_payment_tables.sql,511,17,0,1,0,N/A,N/A,N/A,SSC-FDM-GP0001,N/A,Success,100%,5
85141c89-454c-4332-ac2a-5a045f33db04,SQL,TABLE,CREATE TABLE,core.fee_structures,06_analytics_payment_tables.sql,492,18,0,1,0,N/A,N/A,N/A,SSC-FDM-GP0001,N/A,Success,100%,2
85141c89-454c-4332-ac2a-5a045f33db04,SQL,TABLE,CREATE TABLE,core.notifications,06_analytics_payment_tables.sql,475,16,0,1,0,N/A,N/A,N/A,SSC-FDM-GP0001,N/A,Success,100%,0
85141c89-454c-4332-ac2a-5a045f33db04,SQL,TABLE,CREATE TABLE,core.batch_jobs,06_analytics_payment_tables.sql,459,15,0,1,0,N/A,N/A,N/A,SSC-FDM-GP0001,N/A,Success,100%,0
85141c89-454c-4332-ac2a-5a045f33db04,SQL,TABLE,CREATE TABLE,audit.user_sessions,06_analytics_payment_tables.sql,446,12,1,1,0,Medium,N/A,SSC-EWI-0073,SSC-FDM-GP0001,N/A,Partial,91.67%,5*
85141c89-454c-4332-ac2a-5a045f33db04,SQL,TABLE,CREATE TABLE,audit.error_logs,06_analytics_payment_tables.sql,429,16,0,1,0,N/A,N/A,N/A,SSC-FDM-GP0001,N/A,Success,100%,5
85141c89-454c-4332-ac2a-5a045f33db04,SQL,TABLE,CREATE TABLE,core.system_parameters,06_analytics_payment_tables.sql,415,13,0,1,0,N/A,N/A,N/A,SSC-FDM-GP0001,N/A,Success,100%,5
85141c89-454c-4332-ac2a-5a045f33db04,SQL,TABLE,CREATE TABLE,core.business_calendar,06_analytics_payment_tables.sql,402,12,0,1,0,N/A,N/A,N/A,SSC-FDM-GP0001,N/A,Success,100%,0
85141c89-454c-4332-ac2a-5a045f33db04,SQL,TABLE,CREATE TABLE,core.holidays,06_analytics_payment_tables.sql,389,12,0,1,0,N/A,N/A,N/A,SSC-FDM-GP0001,N/A,Success,100%,1
85141c89-454c-4332-ac2a-5a045f33db04,SQL,TABLE,CREATE TABLE,audit.audit_trails,06_analytics_payment_tables.sql,373,15,1,1,0,Medium,N/A,SSC-EWI-0073,SSC-FDM-GP0001,N/A,Partial,93.33%,5*
85141c89-454c-4332-ac2a-5a045f33db04,SQL,TABLE,CREATE TABLE,treasury.interest_rate_risk,06_analytics_payment_tables.sql,355,17,0,1,0,N/A,N/A,N/A,SSC-FDM-GP0001,N/A,Success,100%,5
85141c89-454c-4332-ac2a-5a045f33db04,SQL,TABLE,CREATE TABLE,treasury.funding_sources,06_analytics_payment_tables.sql,337,17,0,1,0,N/A,N/A,N/A,SSC-FDM-GP0001,N/A,Success,100%,1
85141c89-454c-4332-ac2a-5a045f33db04,SQL,TABLE,CREATE TABLE,treasury.liquidity_management,06_analytics_payment_tables.sql,318,18,0,1,0,N/A,N/A,N/A,SSC-FDM-GP0001,N/A,Success,100%,5
85141c89-454c-4332-ac2a-5a045f33db04,SQL,TABLE,CREATE TABLE,cards.card_rewards,06_analytics_payment_tables.sql,302,15,0,1,0,N/A,N/A,N/A,SSC-FDM-GP0001,N/A,Success,100%,7*
85141c89-454c-4332-ac2a-5a045f33db04,SQL,TABLE,CREATE TABLE,cards.card_transactions,06_analytics_payment_tables.sql,279,22,0,1,0,N/A,N/A,N/A,SSC-FDM-GP0001,N/A,Success,100%,6*
85141c89-454c-4332-ac2a-5a045f33db04,SQL,TABLE,CREATE TABLE,cards.cards,06_analytics_payment_tables.sql,255,23,0,1,0,N/A,N/A,N/A,SSC-FDM-GP0001,N/A,Success,100%,5*
85141c89-454c-4332-ac2a-5a045f33db04,SQL,TABLE,CREATE TABLE,cards.card_types,06_analytics_payment_tables.sql,238,16,0,1,0,N/A,N/A,N/A,SSC-FDM-GP0001,N/A,Success,100%,0
85141c89-454c-4332-ac2a-5a045f33db04,SQL,TABLE,CREATE TABLE,payment.ach_transactions,06_analytics_payment_tables.sql,213,24,0,1,0,N/A,N/A,N/A,SSC-FDM-GP0001,N/A,Success,100%,5
85141c89-454c-4332-ac2a-5a045f33db04,SQL,TABLE,CREATE TABLE,payment.wire_transfers,06_analytics_payment_tables.sql,181,31,0,1,0,N/A,N/A,N/A,SSC-FDM-GP0001,N/A,Success,100%,5
85141c89-454c-4332-ac2a-5a045f33db04,SQL,TABLE,CREATE TABLE,payment.payment_instructions,06_analytics_payment_tables.sql,157,23,0,1,0,N/A,N/A,N/A,SSC-FDM-GP0001,N/A,Success,100%,5
85141c89-454c-4332-ac2a-5a045f33db04,SQL,TABLE,CREATE TABLE,payment.payment_processors,06_analytics_payment_tables.sql,142,14,0,2,0,N/A,N/A,N/A,SSC-FDM-PG0016 | SSC-FDM-GP0001,N/A,Success,100%,0
85141c89-454c-4332-ac2a-5a045f33db04,SQL,TABLE,CREATE TABLE,payment.payment_methods,06_analytics_payment_tables.sql,126,15,0,1,0,N/A,N/A,N/A,SSC-FDM-GP0001,N/A,Success,100%,0
85141c89-454c-4332-ac2a-5a045f33db04,SQL,TABLE,CREATE TABLE,analytics.product_performance,06_analytics_payment_tables.sql,105,20,0,1,0,N/A,N/A,N/A,SSC-FDM-GP0001,N/A,Success,100%,2
85141c89-454c-4332-ac2a-5a045f33db04,SQL,TABLE,CREATE TABLE,analytics.customer_analytics,06_analytics_payment_tables.sql,85,19,0,1,0,N/A,N/A,N/A,SSC-FDM-GP0001,N/A,Success,100%,2
85141c89-454c-4332-ac2a-5a045f33db04,SQL,TABLE,CREATE TABLE,analytics.kpi_values,06_analytics_payment_tables.sql,70,14,0,1,0,N/A,N/A,N/A,SSC-FDM-GP0001,N/A,Success,100%,6
85141c89-454c-4332-ac2a-5a045f33db04,SQL,TABLE,CREATE TABLE,analytics.kpi_definitions,06_analytics_payment_tables.sql,53,16,0,1,0,N/A,N/A,N/A,SSC-FDM-GP0001,N/A,Success,100%,5
85141c89-454c-4332-ac2a-5a045f33db04,SQL,TABLE,CREATE TABLE,analytics.report_executions,06_analytics_payment_tables.sql,39,13,0,1,0,N/A,N/A,N/A,SSC-FDM-GP0001,N/A,Success,100%,6
85141c89-454c-4332-ac2a-5a045f33db04,SQL,TABLE,CREATE TABLE,analytics.reports,06_analytics_payment_tables.sql,21,17,0,2,0,N/A,N/A,N/A,SSC-FDM-PG0016 | SSC-FDM-GP0001,N/A,Success,100%,5
85141c89-454c-4332-ac2a-5a045f33db04,SQL,TABLE,CREATE TABLE,analytics.data_sources,06_analytics_payment_tables.sql,7,13,0,1,0,N/A,N/A,N/A,SSC-FDM-GP0001,N/A,Success,100%,0
85141c89-454c-4332-ac2a-5a045f33db04,SQL,FUNCTION,CREATE FUNCTION,core.run_daily_batch,08_stored_procedures.sql,654,51,1,0,0,High,N/A,SSC-EWI-0068,N/A,N/A,Partial,98.04%,6
85141c89-454c-4332-ac2a-5a045f33db04,SQL,FUNCTION,CREATE FUNCTION,"analytics.calculate_customer_profitability(INTEGER,DATE,DATE)",08_stored_procedures.sql,594,53,2,0,0,High,N/A,SSC-EWI-0073 | SSC-EWI-0068,N/A,N/A,Partial,75.47%,8
85141c89-454c-4332-ac2a-5a045f33db04,SQL,FUNCTION,CREATE FUNCTION,"risk.calculate_var(INTEGER,DECIMAL,INTEGER)",08_stored_procedures.sql,545,43,3,0,0,High,N/A,SSC-EWI-0073 | SSC-EWI-0068,N/A,N/A,Partial,93.02%,7
85141c89-454c-4332-ac2a-5a045f33db04,SQL,FUNCTION,CREATE FUNCTION,"trading.execute_order(BIGINT,DECIMAL,DECIMAL,VARCHAR)",08_stored_procedures.sql,445,89,4,0,0,High,RAISE_MESSAGE_UDF | STRING_FORMAT_UDF | FOUND_UDF,SSC-EWI-0073 | SSC-EWI-0068,N/A,N/A,Partial,76.4%,8
85141c89-454c-4332-ac2a-5a045f33db04,SQL,FUNCTION,CREATE FUNCTION,"trading.place_order(INTEGER,INTEGER,INTEGER,VARCHAR,DECIMAL,DECIMAL,DECIMAL)",08_stored_procedures.sql,385,52,4,1,0,High,RAISE_MESSAGE_UDF | STRING_FORMAT_UDF,SSC-EWI-0073 | SSC-EWI-0068,SSC-FDM-PG0009,N/A,Partial,76.92%,7
85141c89-454c-4332-ac2a-5a045f33db04,SQL,FUNCTION,CREATE FUNCTION,"loans.process_loan_payment(INTEGER,DECIMAL,DATE,VARCHAR)",08_stored_procedures.sql,317,60,4,0,0,High,RAISE_MESSAGE_UDF | STRING_FORMAT_UDF | FOUND_UDF,SSC-EWI-0073 | SSC-EWI-0068,N/A,N/A,Partial,83.33%,8
85141c89-454c-4332-ac2a-5a045f33db04,SQL,FUNCTION,CREATE FUNCTION,loans.calculate_payment_schedule(INTEGER),08_stored_procedures.sql,264,46,1,0,1,High,N/A,SSC-EWI-0068,N/A,SSC-PRF-0008,Partial,97.83%,7
85141c89-454c-4332-ac2a-5a045f33db04,SQL,FUNCTION,CREATE FUNCTION,"loans.create_loan_application(INTEGER,INTEGER,DECIMAL,INTEGER,TEXT)",08_stored_procedures.sql,211,46,2,1,0,High,RAISE_MESSAGE_UDF | STRING_FORMAT_UDF | FOUND_UDF,SSC-EWI-0073 | SSC-EWI-0068,SSC-FDM-PG0009,N/A,Partial,78.26%,6
85141c89-454c-4332-ac2a-5a045f33db04,SQL,FUNCTION,CREATE FUNCTION,"core.transfer_funds(INTEGER,INTEGER,DECIMAL,TEXT,VARCHAR)",08_stored_procedures.sql,164,41,3,0,0,High,RAISE_MESSAGE_UDF | STRING_FORMAT_UDF,SSC-EWI-0073 | SSC-EWI-0068,N/A,N/A,Partial,78.05%,7
85141c89-454c-4332-ac2a-5a045f33db04,SQL,FUNCTION,CREATE FUNCTION,"core.process_transaction(INTEGER,INTEGER,DECIMAL,TEXT,VARCHAR)",08_stored_procedures.sql,99,58,3,1,0,High,RAISE_MESSAGE_UDF | STRING_FORMAT_UDF,SSC-EWI-0073 | SSC-EWI-0068,SSC-FDM-PG0009,N/A,Partial,77.59%,6
85141c89-454c-4332-ac2a-5a045f33db04,SQL,FUNCTION,CREATE FUNCTION,"core.create_account(INTEGER,INTEGER,INTEGER,CHAR,DECIMAL)",08_stored_procedures.sql,47,46,4,1,0,High,N/A,SSC-EWI-0073 | SSC-EWI-0068,SSC-FDM-PG0009,N/A,Partial,69.57%,5
85141c89-454c-4332-ac2a-5a045f33db04,SQL,FUNCTION,CREATE FUNCTION,"core.create_customer(INTEGER,VARCHAR,VARCHAR,DATE,VARCHAR,VARCHAR,VARCHAR,VARCHAR,INTEGER)",08_stored_procedures.sql,7,36,2,2,0,High,N/A,SSC-EWI-0073 | SSC-EWI-0068,SSC-FDM-PG0009 | SSC-FDM-0007,N/A,Partial,77.78%,4*
85141c89-454c-4332-ac2a-5a045f33db04,SQL,TABLE,CREATE TABLE,risk.capital_adequacy,04_risk_compliance_tables.sql,418,18,0,1,0,N/A,N/A,N/A,SSC-FDM-GP0001,N/A,Success,100%,5
85141c89-454c-4332-ac2a-5a045f33db04,SQL,TABLE,CREATE TABLE,compliance.basel_requirements,04_risk_compliance_tables.sql,402,15,1,1,0,Low,N/A,SSC-EWI-0035,SSC-FDM-GP0001,N/A,Partial,93.33%,0
85141c89-454c-4332-ac2a-5a045f33db04,SQL,TABLE,CREATE TABLE,risk.operational_risk_events,04_risk_compliance_tables.sql,378,23,0,1,0,N/A,N/A,N/A,SSC-FDM-GP0001,N/A,Success,100%,5
85141c89-454c-4332-ac2a-5a045f33db04,SQL,TABLE,CREATE TABLE,compliance.trade_surveillance_rules,04_risk_compliance_tables.sql,362,15,0,2,0,N/A,N/A,N/A,SSC-FDM-PG0016 | SSC-FDM-GP0001,N/A,Success,100%,5
85141c89-454c-4332-ac2a-5a045f33db04,SQL,TABLE,CREATE TABLE,compliance.market_abuse_monitoring,04_risk_compliance_tables.sql,341,20,0,2,0,N/A,N/A,N/A,SSC-FDM-PG0016 | SSC-FDM-GP0001,N/A,Success,100%,5
85141c89-454c-4332-ac2a-5a045f33db04,SQL,TABLE,CREATE TABLE,compliance.regulatory_reports,04_risk_compliance_tables.sql,323,17,0,1,0,N/A,N/A,N/A,SSC-FDM-GP0001,N/A,Success,100%,5
85141c89-454c-4332-ac2a-5a045f33db04,SQL,TABLE,CREATE TABLE,compliance.sanctions_screening,04_risk_compliance_tables.sql,305,17,0,1,0,N/A,N/A,N/A,SSC-FDM-GP0001,N/A,Success,100%,5*
85141c89-454c-4332-ac2a-5a045f33db04,SQL,TABLE,CREATE TABLE,compliance.sanctions_entries,04_risk_compliance_tables.sql,286,18,0,4,0,N/A,N/A,N/A,SSC-FDM-PG0016 | SSC-FDM-GP0001,N/A,Success,100%,3*
85141c89-454c-4332-ac2a-5a045f33db04,SQL,TABLE,CREATE TABLE,compliance.sanctions_lists,04_risk_compliance_tables.sql,273,12,0,1,0,N/A,N/A,N/A,SSC-FDM-GP0001,N/A,Success,100%,2*
85141c89-454c-4332-ac2a-5a045f33db04,SQL,TABLE,CREATE TABLE,compliance.kyc_documents,04_risk_compliance_tables.sql,255,17,0,1,0,N/A,N/A,N/A,SSC-FDM-GP0001,N/A,Success,100%,5
85141c89-454c-4332-ac2a-5a045f33db04,SQL,TABLE,CREATE TABLE,compliance.aml_alerts,04_risk_compliance_tables.sql,231,23,0,1,0,N/A,N/A,N/A,SSC-FDM-GP0001,N/A,Success,100%,6
85141c89-454c-4332-ac2a-5a045f33db04,SQL,TABLE,CREATE TABLE,compliance.compliance_monitoring,04_risk_compliance_tables.sql,213,17,0,1,0,N/A,N/A,N/A,SSC-FDM-GP0001,N/A,Success,100%,5
85141c89-454c-4332-ac2a-5a045f33db04,SQL,TABLE,CREATE TABLE,compliance.compliance_requirements,04_risk_compliance_tables.sql,198,14,0,1,0,N/A,N/A,N/A,SSC-FDM-GP0001,N/A,Success,100%,3
85141c89-454c-4332-ac2a-5a045f33db04,SQL,TABLE,CREATE TABLE,compliance.regulations,04_risk_compliance_tables.sql,183,14,0,2,0,N/A,N/A,N/A,SSC-FDM-PG0016 | SSC-FDM-GP0001,N/A,Success,100%,2
85141c89-454c-4332-ac2a-5a045f33db04,SQL,TABLE,CREATE TABLE,compliance.regulatory_authorities,04_risk_compliance_tables.sql,170,12,0,1,0,N/A,N/A,N/A,SSC-FDM-GP0001,N/A,Success,100%,1
85141c89-454c-4332-ac2a-5a045f33db04,SQL,TABLE,CREATE TABLE,risk.counterparty_risk,04_risk_compliance_tables.sql,153,16,0,1,0,N/A,N/A,N/A,SSC-FDM-GP0001,N/A,Success,100%,1
85141c89-454c-4332-ac2a-5a045f33db04,SQL,TABLE,CREATE TABLE,risk.credit_ratings,04_risk_compliance_tables.sql,133,19,0,1,0,N/A,N/A,N/A,SSC-FDM-GP0001,N/A,Success,100%,0
85141c89-454c-4332-ac2a-5a045f33db04,SQL,TABLE,CREATE TABLE,risk.stress_test_results,04_risk_compliance_tables.sql,118,14,0,1,0,N/A,N/A,N/A,SSC-FDM-GP0001,N/A,Success,100%,6
85141c89-454c-4332-ac2a-5a045f33db04,SQL,TABLE,CREATE TABLE,risk.stress_test_scenarios,04_risk_compliance_tables.sql,102,15,0,1,0,N/A,N/A,N/A,SSC-FDM-GP0001,N/A,Success,100%,5
85141c89-454c-4332-ac2a-5a045f33db04,SQL,TABLE,CREATE TABLE,risk.risk_limit_breaches,04_risk_compliance_tables.sql,85,16,0,1,0,N/A,N/A,N/A,SSC-FDM-GP0001,N/A,Success,100%,7
85141c89-454c-4332-ac2a-5a045f33db04,SQL,TABLE,CREATE TABLE,risk.risk_measurements,04_risk_compliance_tables.sql,68,16,0,1,0,N/A,N/A,N/A,SSC-FDM-GP0001,N/A,Success,100%,6
85141c89-454c-4332-ac2a-5a045f33db04,SQL,TABLE,CREATE TABLE,risk.risk_limits,04_risk_compliance_tables.sql,50,17,0,1,0,N/A,N/A,N/A,SSC-FDM-GP0001,N/A,Success,100%,5
85141c89-454c-4332-ac2a-5a045f33db04,SQL,TABLE,CREATE TABLE,risk.risk_models,04_risk_compliance_tables.sql,33,16,0,1,0,N/A,N/A,N/A,SSC-FDM-GP0001,N/A,Success,100%,5
85141c89-454c-4332-ac2a-5a045f33db04,SQL,TABLE,CREATE TABLE,risk.risk_factors,04_risk_compliance_tables.sql,19,13,0,1,0,N/A,N/A,N/A,SSC-FDM-GP0001,N/A,Success,100%,1
85141c89-454c-4332-ac2a-5a045f33db04,SQL,TABLE,CREATE TABLE,risk.risk_categories,04_risk_compliance_tables.sql,7,11,0,1,0,N/A,N/A,N/A,SSC-FDM-GP0001,N/A,Success,100%,0
85141c89-454c-4332-ac2a-5a045f33db04,SQL,OUT OF SCOPE,CREATE TRIGGER,public.audit_transactions_trigger,10_indexes_constraints.sql,453,3,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7
85141c89-454c-4332-ac2a-5a045f33db04,SQL,OUT OF SCOPE,CREATE TRIGGER,public.audit_accounts_trigger,10_indexes_constraints.sql,449,3,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7
85141c89-454c-4332-ac2a-5a045f33db04,SQL,OUT OF SCOPE,CREATE TRIGGER,public.audit_customers_trigger,10_indexes_constraints.sql,444,4,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7
85141c89-454c-4332-ac2a-5a045f33db04,SQL,FUNCTION,CREATE FUNCTION,audit.audit_trigger_function,10_indexes_constraints.sql,423,20,6,0,0,High,N/A,SSC-EWI-0073 | SSC-EWI-0068,N/A,N/A,Partial,75%,6
85141c89-454c-4332-ac2a-5a045f33db04,SQL,INDEX,CREATE INDEX,public.idx_sanctions_entries_name_gin,10_indexes_constraints.sql,420,2,0,1,0,N/A,N/A,N/A,SSC-FDM-0021,N/A,Success,100%,4
85141c89-454c-4332-ac2a-5a045f33db04,SQL,INDEX,CREATE INDEX,public.idx_aml_alerts_description_gin,10_indexes_constraints.sql,416,3,0,1,0,N/A,N/A,N/A,SSC-FDM-0021,N/A,Success,100%,7
85141c89-454c-4332-ac2a-5a045f33db04,SQL,INDEX,CREATE INDEX,public.idx_transactions_month_year,10_indexes_constraints.sql,413,2,0,1,0,N/A,N/A,N/A,SSC-FDM-0021,N/A,Success,100%,6
85141c89-454c-4332-ac2a-5a045f33db04,SQL,INDEX,CREATE INDEX,public.idx_customers_full_name,10_indexes_constraints.sql,409,3,0,1,0,N/A,N/A,N/A,SSC-FDM-0021,N/A,Success,100%,2
85141c89-454c-4332-ac2a-5a045f33db04,SQL,INDEX,CREATE INDEX,public.idx_risk_measurements_entity_date_factor,10_indexes_constraints.sql,406,2,0,1,0,N/A,N/A,N/A,SSC-FDM-0021,N/A,Success,100%,7
85141c89-454c-4332-ac2a-5a045f33db04,SQL,INDEX,CREATE INDEX,public.idx_holdings_portfolio_value,10_indexes_constraints.sql,403,2,0,1,0,N/A,N/A,N/A,SSC-FDM-0021,N/A,Success,100%,7
85141c89-454c-4332-ac2a-5a045f33db04,SQL,INDEX,CREATE INDEX,public.idx_loans_customer_status_balance,10_indexes_constraints.sql,400,2,0,1,0,N/A,N/A,N/A,SSC-FDM-0021,N/A,Success,100%,7
85141c89-454c-4332-ac2a-5a045f33db04,SQL,INDEX,CREATE INDEX,public.idx_transactions_customer_date_amount,10_indexes_constraints.sql,396,3,0,1,0,N/A,N/A,N/A,SSC-FDM-0021,N/A,Success,100%,6
85141c89-454c-4332-ac2a-5a045f33db04,SQL,INDEX,CREATE INDEX,public.idx_orders_pending_recent,10_indexes_constraints.sql,392,3,0,1,0,N/A,N/A,N/A,SSC-FDM-0021,N/A,Success,100%,7
85141c89-454c-4332-ac2a-5a045f33db04,SQL,INDEX,CREATE INDEX,public.idx_aml_alerts_open_high_priority,10_indexes_constraints.sql,388,3,0,1,0,N/A,N/A,N/A,SSC-FDM-0021,N/A,Success,100%,7
85141c89-454c-4332-ac2a-5a045f33db04,SQL,INDEX,CREATE INDEX,public.idx_loans_delinquent,10_indexes_constraints.sql,384,3,0,1,0,N/A,N/A,N/A,SSC-FDM-0021,N/A,Success,100%,7
85141c89-454c-4332-ac2a-5a045f33db04,SQL,INDEX,CREATE INDEX,public.idx_transactions_recent_large,10_indexes_constraints.sql,380,3,0,1,0,N/A,N/A,N/A,SSC-FDM-0021,N/A,Success,100%,6
85141c89-454c-4332-ac2a-5a045f33db04,SQL,INDEX,CREATE INDEX,public.idx_accounts_active_balance,10_indexes_constraints.sql,375,4,0,1,0,N/A,N/A,N/A,SSC-FDM-0021,N/A,Success,100%,5
85141c89-454c-4332-ac2a-5a045f33db04,SQL,TABLE,ALTER TABLE,payment.wire_transfers,10_indexes_constraints.sql,371,3,1,0,0,Low,N/A,SSC-EWI-PG0003,N/A,N/A,Partial,33.33%,6
85141c89-454c-4332-ac2a-5a045f33db04,SQL,TABLE,ALTER TABLE,trading.securities,10_indexes_constraints.sql,367,3,1,0,0,Low,N/A,SSC-EWI-PG0003,N/A,N/A,Partial,33.33%,3
85141c89-454c-4332-ac2a-5a045f33db04,SQL,TABLE,ALTER TABLE,loans.loan_applications,10_indexes_constraints.sql,363,3,1,0,0,Low,N/A,SSC-EWI-PG0003,N/A,N/A,Partial,33.33%,6
85141c89-454c-4332-ac2a-5a045f33db04,SQL,TABLE,ALTER TABLE,core.branches,10_indexes_constraints.sql,359,3,1,0,0,Low,N/A,SSC-EWI-PG0003,N/A,N/A,Partial,33.33%,4
85141c89-454c-4332-ac2a-5a045f33db04,SQL,TABLE,ALTER TABLE,core.customers,10_indexes_constraints.sql,354,4,1,0,0,Low,N/A,SSC-EWI-PG0003,N/A,N/A,Partial,50%,2
85141c89-454c-4332-ac2a-5a045f33db04,SQL,TABLE,ALTER TABLE,risk.risk_measurements,10_indexes_constraints.sql,350,3,1,0,0,Low,N/A,SSC-EWI-0035,N/A,N/A,NotSupported,0%,7
85141c89-454c-4332-ac2a-5a045f33db04,SQL,TABLE,ALTER TABLE,trading.orders,10_indexes_constraints.sql,346,3,1,0,0,Low,N/A,SSC-EWI-0035,N/A,N/A,NotSupported,0%,7
85141c89-454c-4332-ac2a-5a045f33db04,SQL,TABLE,ALTER TABLE,trading.holdings,10_indexes_constraints.sql,342,3,1,0,0,Low,N/A,SSC-EWI-0035,N/A,N/A,NotSupported,0%,7
85141c89-454c-4332-ac2a-5a045f33db04,SQL,TABLE,ALTER TABLE,loans.loan_payments,10_indexes_constraints.sql,338,3,1,0,0,Low,N/A,SSC-EWI-0035,N/A,N/A,NotSupported,0%,8
